species,bd_status,bd_amount,time_of_capture,date_of_capture,body_temp_c,microhabitat_type,microhabitat_temp,body_length_mm,body_mass_g,life_stage,sex,air_temp_c,water_temp_c,pH,total_dissolved_solids
pseudacris_crucifer,NA,NA,21:59:00,2023-05-23,13.2,Tree/Log/Bush (Lower than 1m),NA,24.6,0.8,adult,male,19.3,21.2,6.81,153
rana_catesbeiana,NA,NA,21:38:00,2023-05-23,19.7,Water,NA,99.9,130.7,adult,male,19.3,21.2,6.81,153
hyla_versicolor,NA,NA,21:37:00,2023-05-23,18.5,Water,NA,40,6.1,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,21:41:00,2023-05-23,18.3,Water,NA,80.9,49.7,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,21:58:00,2023-05-23,18.2,Water,NA,89.4,55,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,22:19:00,2023-05-23,18,Water,NA,68.6,38.6,adult,female,19.3,21.2,6.81,153
hyla_versicolor,NA,NA,22:28:00,2023-05-23,15.9,Tree/Log/Bush (Higher than 1m),NA,45.1,7.8,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,21:49:00,2023-05-23,18.9,Water,NA,76.5,37.5,adult,male,19.3,21.2,6.81,153
hyla_versicolor,NA,NA,22:01:00,2023-05-23,17.1,Tree/Log/Bush (Lower than 1m),NA,46.9,7.9,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,21:54:00,2023-05-23,18.4,Tree/Log/Bush (Lower than 1m),NA,66,23.9,adult,male,19.3,21.2,6.81,153
hyla_versicolor,NA,NA,22:11:00,2023-05-23,17.2,Tree/Log/Bush (Lower than 1m),NA,45.6,10.3,adult,male,19.3,21.2,6.81,153
hyla_versicolor,NA,NA,22:01:00,2023-05-23,16.4,Tree/Log/Bush (Higher than 1m),NA,49.9,10,adult,male,19.3,21.2,6.81,153
rana_clamitans,NA,NA,22:53:00,2023-05-30,18.4,Water,NA,79,43,adult,male,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:53:00,2023-05-30,18.4,Tree/Log/Bush (Lower than 1m),NA,68,34.2,adult,female,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:40:00,2023-05-30,15.4,Tree/Log/Bush (Lower than 1m),NA,67.5,28.5,adult,male,22.9,21.1,7.82,159
hyla_versicolor,NA,NA,22:35:00,2023-05-30,18,Emergent Vegetation (Lower than 1m),NA,48.6,9.2,adult,male,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:06:00,2023-05-30,17.6,Wet ground,NA,83.2,46.5,adult,female,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:32:00,2023-05-30,19.9,Water,NA,66.4,22.6,adult,male,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:22:00,2023-05-30,21.9,Water,NA,71.1,30.9,adult,male,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:03:00,2023-05-30,16.2,Dry ground,NA,74.2,39,adult,female,22.9,21.1,7.82,159
hyla_versicolor,NA,NA,23:13:00,2023-05-30,18.3,Water,NA,43.7,8.8,adult,male,22.9,21.1,7.82,159
rana_clamitans,NA,NA,22:46:00,2023-05-30,19.9,Water,NA,41.6,7,juvenile,unknown,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:42:00,2023-05-30,21.8,Water,NA,64.5,28.1,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:44:00,2023-05-30,18.5,Water,NA,59.7,16.8,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:25:00,2023-05-30,19.7,Water,NA,53.1,16.4,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:13:00,2023-05-30,20.6,Leaf litter,NA,49,12.7,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:32:00,2023-05-30,19.4,Water,NA,86.5,57.3,adult,male,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:17:00,2023-05-30,21.3,Emergent Vegetation (Lower than 1m),NA,59.4,19.8,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,23:08:00,2023-05-30,21.8,Water,NA,123.1,175.4,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:49:00,2023-05-30,20.1,Water,NA,93.2,130.9,adult,male,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:24:00,2023-05-30,20.3,Leaf litter,NA,63.1,22.7,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:38:00,2023-05-30,21.2,Water,NA,53.2,16.3,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:32:00,2023-05-30,18.1,Tree/Log/Bush (Lower than 1m),NA,71.8,37.2,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:44:00,2023-05-30,16.6,Wet ground,NA,63.2,24.4,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:20:00,2023-05-30,22.1,Tree/Log/Bush (Lower than 1m),NA,55.6,15.4,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:55:00,2023-05-30,21.2,Water,NA,69.4,27.1,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,21:57:00,2023-05-30,22.7,Water,NA,65.5,26.8,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:09:00,2023-05-30,20,Leaf litter,NA,55.2,19.5,adult,female,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:03:00,2023-05-30,22.9,Water,NA,98.7,127.5,adult,male,22.9,21.1,7.82,159
rana_catesbeiana,NA,NA,22:14:00,2023-05-31,20.2,Tree/Log/Bush (Lower than 1m),NA,67.8,31.8,adult,female,21.7,21,6.9,195
rana_catesbeiana,NA,NA,23:35:00,2023-05-31,18.9,Water,NA,51.5,16.5,adult,female,21.7,21,6.9,195
rana_catesbeiana,NA,NA,23:35:00,2023-05-31,20.2,Wet ground,NA,62.6,21.2,adult,female,21.7,21,6.9,195
rana_catesbeiana,NA,NA,23:18:00,2023-05-31,18.4,Tree/Log/Bush (Lower than 1m),NA,71,42.5,adult,female,21.7,21,6.9,195
rana_clamitans,NA,NA,22:57:00,2023-05-31,18.2,Wet ground,NA,70.1,27.8,adult,male,21.7,21,6.9,195
rana_catesbeiana,NA,NA,22:04:00,2023-05-31,19.3,Wet ground,NA,102.6,93.1,adult,female,19.7,25.2,8.12,112
rana_catesbeiana,NA,NA,22:09:00,2023-05-31,20.3,Water,NA,89.6,74.2,adult,male,19.7,25.2,8.12,112
rana_catesbeiana,NA,NA,21:58:00,2023-05-31,23.5,Water,NA,85.7,62.5,adult,female,19.7,25.2,8.12,112
rana_catesbeiana,NA,NA,22:25:00,2023-05-31,21.3,Water,NA,81.3,60.4,adult,female,19.7,25.2,8.12,112
rana_catesbeiana,NA,NA,22:24:00,2023-05-31,20.1,Wet ground,NA,67.6,24.6,adult,female,19.7,25.2,8.12,112
rana_clamitans,NA,NA,22:39:00,2023-05-31,17.6,Dry ground,NA,87.7,68.1,adult,female,19.7,25.2,8.12,112
rana_clamitans,NA,NA,22:14:00,2023-05-31,17.1,Dry ground,NA,88.6,65.5,adult,male,19.7,25.2,8.12,112
rana_clamitans,NA,NA,22:00:00,2023-05-31,19.2,Water,NA,85,55.2,adult,male,19.7,25.2,8.12,112
rana_clamitans,NA,NA,22:14:00,2023-06-05,18.3,Water,NA,75.8,42,adult,male,14.8,19,7.93,148
rana_clamitans,NA,NA,23:10:00,2023-06-05,17.5,Water,NA,81,53.5,adult,male,14.8,19,7.93,148
rana_clamitans,NA,NA,23:14:00,2023-06-05,16.4,Water,NA,68.7,31,adult,male,14.8,19,7.93,148
rana_catesbeiana,NA,NA,22:35:00,2023-06-05,16.4,Water,NA,107.3,148,adult,male,14.8,19,7.93,148
rana_clamitans,NA,NA,23:29:00,2023-06-05,16.4,Water,NA,85.1,48.1,adult,male,14.8,19,7.93,148
rana_catesbeiana,NA,NA,23:38:00,2023-06-05,17.3,Water,NA,118,202.9,adult,female,14.8,19,7.93,148
desmognathus_ochrophaeus,NA,NA,22:46:00,2023-06-06,13.5,Wet ground,NA,43.4,0.15,adult,unknown,19.3,14.7,8.55,132
plethodon_cinereus,NA,NA,23:14:00,2023-06-06,15.5,Dry ground,NA,63.8,0.92,adult,unknown,19.3,14.7,8.55,132
desmognathus_ochrophaeus,NA,NA,23:15:00,2023-06-06,12.7,Wet ground,NA,54.8,0.36,adult,unknown,19.3,14.7,8.55,132
plethodon_cinereus,NA,NA,22:46:00,2023-06-06,15.7,Dry ground,NA,55,0.32,adult,unknown,19.3,14.7,8.55,132
eurycea_bislineata,NA,NA,22:58:00,2023-06-06,13,Wet ground,NA,68,0.97,adult,unknown,19.3,14.7,8.55,132
desmognathus_ochrophaeus,NA,NA,22:38:00,2023-06-06,13.7,Wet ground,NA,66.9,0.35,adult,unknown,19.3,14.7,8.55,132
desmognathus_ochrophaeus,NA,NA,22:31:00,2023-06-06,14.4,Wet ground,NA,65.4,0.71,adult,unknown,19.3,14.7,8.55,132
plethodon_cinereus,NA,NA,22:39:00,2023-06-06,15.8,Wet ground,NA,78.8,1.45,adult,unknown,19.3,14.7,8.55,132
desmognathus_ochrophaeus,NA,NA,22:35:00,2023-06-06,13.8,Boulder/Rock,NA,44.3,0.26,adult,unknown,19.3,14.7,8.55,132
eurycea_bislineata,NA,NA,23:06:00,2023-06-06,13.1,Wet ground,NA,80.1,0.69,adult,unknown,19.3,14.7,8.55,132
rana_sylvatica,NA,NA,22:09:00,2023-06-07,NA,Tree/Log/Bush (Lower than 1m),NA,28.7,1.76,adult,female,17.3,13.6,8.52,133
desmognathus_fuscus,NA,NA,22:01:00,2023-06-07,15.4,Wet ground,NA,55.5,1.9,adult,female,17.3,13.6,8.52,133
pseudacris_crucifer,NA,NA,22:24:00,2023-06-07,13.5,Dry ground,NA,22.9,0.8,adult,female,17.3,13.6,8.52,133
pseudacris_crucifer,NA,NA,21:30:00,2023-06-07,13.4,Dry ground,NA,22.7,0.8,adult,female,17.3,13.6,8.52,133
notophthalmus_viridescens,NA,NA,22:20:00,2023-06-07,15.1,Dry ground,NA,26.5,0.9,juvenile,unknown,17.3,13.6,8.52,133
rana_catesbeiana,NA,NA,22:24:00,2023-06-01,21.9,Water,NA,105.4,NA,adult,male,19.7,25.8,8.39,111
rana_catesbeiana,NA,NA,22:27:00,2023-06-01,23.4,Water,NA,62.6,15.8,adult,female,19.7,25.8,8.39,111
rana_catesbeiana,NA,NA,22:27:00,2023-06-01,23.4,Water,NA,74,40.5,adult,female,19.7,25.8,8.39,111
rana_catesbeiana,NA,NA,22:06:00,2023-06-01,22.4,Water,NA,127.5,NA,adult,female,19.7,25.8,8.39,111
rana_clamitans,NA,NA,22:12:00,2023-06-01,17.1,Wet ground,NA,79.6,39.8,adult,male,19.7,25.8,8.39,111
rana_catesbeiana,NA,NA,22:09:00,2023-06-01,21.9,Water,NA,84.6,63.4,adult,female,19.7,25.8,8.39,111
rana_clamitans,NA,NA,22:55:00,2023-06-01,15.7,Wet ground,NA,77.7,50.2,adult,male,19.7,25.8,8.39,111
rana_catesbeiana,NA,NA,23:05:00,2023-06-21,22.5,Water,NA,55.8,16.5,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:25:00,2023-06-21,21.7,Wet ground,NA,84.4,57.5,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:21:00,2023-06-21,21.5,Tree/Log/Bush (Lower than 1m),NA,66.4,31.1,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:16:00,2023-06-21,23.7,Tree/Log/Bush (Lower than 1m),NA,62.2,24,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:00:00,2023-06-21,21.5,Water,NA,50.9,15.3,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:13:00,2023-06-21,22.6,Water,NA,78.2,37.5,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,23:29:00,2023-06-21,20.8,Wet ground,NA,63.4,25.8,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,22:44:00,2023-06-21,24.1,Water,NA,51.7,12.3,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,22:35:00,2023-06-21,21.1,Water,NA,66.2,25.2,adult,female,23,23.4,6.85,144
rana_catesbeiana,NA,NA,22:16:00,2023-06-21,24,Water,NA,75.4,54.5,adult,female,23,23.4,6.85,144
hyla_versicolor,NA,NA,23:39:00,2023-06-21,18.8,Tree/Log/Bush (Higher than 1m),NA,39.8,6.7,adult,male,23,23.4,6.85,144
rana_clamitans,NA,NA,22:50:00,2023-06-21,22.4,Water,NA,35,3.7,juvenile,unknown,23,23.4,6.85,144
rana_clamitans,NA,NA,23:03:00,2023-06-21,19.2,Wet ground,NA,50.6,12.4,adult,female,23,23.4,6.85,144
rana_clamitans,NA,NA,22:51:00,2023-06-21,23.9,Water,NA,62.6,26.8,adult,male,23,23.4,6.85,144
rana_clamitans,NA,NA,22:34:00,2023-06-21,22.2,Tree/Log/Bush (Lower than 1m),NA,69.8,32.2,adult,male,23,23.4,6.85,144
rana_clamitans,NA,NA,22:37:00,2023-06-21,20.4,Water,NA,80.6,52.1,adult,male,23,23.4,6.85,144
rana_clamitans,NA,NA,23:36:00,2023-06-21,23.8,Water,NA,65.9,27.5,adult,male,23,23.4,6.85,144
rana_clamitans,NA,NA,22:31:00,2023-07-05,20.8,Leaf litter,NA,31.4,2.3,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:42:00,2023-07-05,23.3,Water,NA,44,7.2,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:22:00,2023-07-05,22.8,Wet ground,NA,28.9,1.7,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:36:00,2023-07-05,20.9,Tree/Log/Bush (Lower than 1m),NA,31.3,2.4,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:16:00,2023-07-05,22.5,Wet ground,NA,31.8,2,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:26:00,2023-07-05,21.4,Water,NA,31.5,2,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:38:00,2023-07-05,23.1,Water,NA,33,3,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:22:00,2023-07-05,21.3,Water,NA,35.4,2.5,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:19:00,2023-07-05,21.1,Water,NA,30.5,2.2,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:22:00,2023-07-05,21.6,Wet ground,NA,49.8,10,adult,female,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:39:00,2023-07-05,22,Water,NA,34.6,2.7,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:18:00,2023-07-05,22.6,Water,NA,33.6,2.9,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:25:00,2023-07-05,22.1,Emergent Vegetation (Lower than 1m),NA,34.2,2.5,juvenile,unknown,25.1,22.3,6.86,46.3
rana_clamitans,NA,NA,22:33:00,2023-07-05,23,Water,NA,39.9,4.7,juvenile,unknown,25.1,22.3,6.86,46.3
rana_sylvatica,NA,NA,22:11:00,2023-07-06,20.5,Dry ground,NA,41.1,5.1,adult,male,25,20.6,6.77,32.4
rana_catesbeiana,NA,NA,22:23:00,2023-07-10,19.5,Water,NA,60.7,20.3,adult,female,22.4,18.7,6.8,146
rana_clamitans,NA,NA,22:33:00,2023-07-10,18,Wet ground,NA,42.2,6.2,juvenile,NA,22.4,18.7,6.8,146
eurycea_bislineata,NA,NA,22:30:00,2023-07-10,18.1,Leaf litter,NA,61.1,0.3,adult,NA,22.4,18.7,6.8,146
desmognathus_fuscus,NA,NA,22:42:00,2023-07-10,18.9,Boulder/Rock,NA,88.5,3.3,adult,NA,22.4,18.7,6.8,146
eurycea_bislineata,NA,NA,23:08:00,2023-07-10,NA,Wet ground,NA,75,1.1,adult,NA,22.4,18.7,6.8,146
eurycea_bislineata,NA,NA,22:53:00,2023-07-10,19.1,Wet ground,NA,82,1.4,adult,NA,22.4,18.7,6.8,146
desmognathus_ochrophaeus,NA,NA,22:43:00,2023-07-10,18.6,Wet ground,NA,71.9,1,adult,NA,22.4,18.7,6.8,146
desmognathus_ochrophaeus,NA,NA,23:13:00,2023-07-10,17.9,Wet ground,NA,88.7,1.8,adult,NA,22.4,18.7,6.8,146
desmognathus_ochrophaeus,NA,NA,22:49:00,2023-07-10,18.4,Wet ground,NA,90.2,2.4,adult,NA,22.4,18.7,6.8,146
eurycea_bislineata,NA,NA,23:12:00,2023-07-10,18.2,Wet ground,NA,76.1,0.5,adult,NA,22.4,18.7,6.8,146
desmognathus_ochrophaeus,NA,NA,23:16:00,2023-07-10,18.6,Water,NA,81.2,1.1,adult,NA,22.4,18.7,6.8,146
rana_catesbeiana,NA,NA,22:53:00,2023-06-27,19.5,Water,NA,113.5,165.1,adult,female,18,19.8,6.93,151
rana_catesbeiana,NA,NA,22:13:00,2023-06-27,18.9,Water,NA,58.9,17.7,adult,female,18,19.8,6.93,151
rana_clamitans,NA,NA,22:07:00,2023-06-27,19.9,Water,NA,75.8,46.7,adult,male,18,19.8,6.93,151
rana_clamitans,NA,NA,22:46:00,2023-06-27,18.7,Water,NA,72,43,adult,male,18,19.8,6.93,151
rana_clamitans,NA,NA,22:38:00,2023-06-27,19.3,Water,NA,78,53.2,adult,male,18,19.8,6.93,151
rana_clamitans,NA,NA,23:14:00,2023-06-27,17.8,Water,NA,58.7,24.3,adult,male,18,19.8,6.93,151
rana_clamitans,NA,NA,22:23:00,2023-06-27,18.5,Water,NA,75,32.5,adult,male,18,19.8,6.93,151
rana_clamitans,NA,NA,22:01:00,2023-06-27,18.7,Water,NA,72.6,37.1,adult,male,18,19.8,6.93,151
pseudacris_crucifer,NA,NA,21:37:00,2023-07-18,16.1,Emergent Vegetation (Higher than 1m),NA,17.4,0.3,juvenile,unknown,19.7,26.5,9.63,89.6
rana_catesbeiana,NA,NA,21:44:00,2023-07-18,24.9,Water,NA,39.7,5.6,juvenile,unknown,19.7,26.5,9.63,89.6
rana_clamitans,NA,NA,21:53:00,2023-07-18,NA,Dry ground,NA,75.6,44.2,adult,male,19.7,26.5,9.63,89.6
rana_clamitans,NA,NA,21:47:00,2023-07-18,21.7,Water,NA,65.5,28.1,adult,male,19.7,26.5,9.63,89.6
rana_catesbeiana,NA,NA,22:19:00,2023-09-15,14,Water,NA,74.6,31.1,adult,female,15,15.8,7.48,68.7
rana_catesbeiana,NA,NA,22:12:00,2023-09-15,14.5,Water,NA,53.2,14.7,juvenile,unknown,15,15.8,7.48,68.7
rana_catesbeiana,NA,NA,22:11:00,2023-09-16,15.2,Water,NA,135.9,329.09999999999997,adult,female,18.5,15.9,6.52,109
rana_catesbeiana,NA,NA,22:14:00,2023-09-16,14.1,Emergent Vegetation (Lower than 1m),NA,58.3,16.200000000000003,adult,female,18.5,15.9,6.52,109
rana_catesbeiana,NA,NA,21:36:00,2023-09-16,14.4,Water,NA,119.5,182.4,adult,female,18.5,15.9,6.52,109
rana_catesbeiana,NA,NA,21:48:00,2023-09-16,16.3,Water,NA,52,11.4,juvenile,unknown,18.5,15.9,6.52,109
rana_catesbeiana,NA,NA,22:07:00,2023-09-16,14.4,Water,NA,130.2,242.8,adult,male,18.5,15.9,6.52,109
rana_catesbeiana,NA,NA,22:45:00,2023-09-16,14.7,Emergent Vegetation (Higher than 1m),NA,108.8,129,adult,female,18.5,15.9,6.52,109
rana_clamitans,NA,NA,21:29:00,2023-09-16,15,Water,NA,81.1,43.6,adult,male,18.5,15.9,6.52,109
pseudotriton_ruber,NA,NA,21:54:00,2023-10-07,11.6,Water,NA,103.1,NA,adult,male,13,NA,NA,NA
rana_clamitans,NA,NA,22:06:00,2023-10-07,9.3,Emergent Vegetation (Lower than 1m),NA,56.6,NA,adult,male,13,NA,NA,NA
pseudotriton_ruber,NA,NA,21:49:00,2023-10-07,11.4,Boulder/Rock,NA,97.3,NA,adult,male,13,NA,NA,NA
desmognathus_ochrophaeus,NA,NA,21:22:00,2023-10-07,10.8,Boulder/Rock,NA,81,NA,adult,unknown,13,NA,NA,NA
pseudotriton_ruber,NA,NA,21:31:00,2023-10-07,10.8,Tree/Log/Bush (Lower than 1m),NA,122.2,NA,adult,male,13,NA,NA,NA
rana_clamitans,NA,NA,19:49:00,2023-10-27,18.1,Dry ground,NA,74.4,44.900000000000006,adult,female,19.5,17.2,7.85,133
rana_catesbeiana,NA,NA,20:08:00,2023-10-27,18.2,Dry ground,NA,127.2,206,adult,female,19.5,17.2,7.85,133
rana_catesbeiana,NA,NA,19:58:00,2023-10-27,17.4,Water,NA,120.7,186,adult,male,19.5,17.2,7.85,133
rana_catesbeiana,NA,NA,19:53:00,2023-10-27,18.1,Water,NA,93,90.7,adult,male,19.5,17.2,7.85,133
rana_catesbeiana,NA,NA,22:50:00,2022-06-27,22.9,water,22.7,53.6,17.8,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,NA,NA,23:06:00,2022-06-27,22.1,water,22.4,60.2,17.5,juvenile,unknown,NA,NA,NA,NA
rana_clamitans,NA,NA,22:45:00,2022-06-27,18.3,wet ground,18.9,NA,NA,adult,male,NA,NA,NA,NA
rana_clamitans,NA,NA,21:52:00,2022-06-28,15.4,dry ground,18.8,81.9,54.4,adult,male,NA,NA,NA,NA
rana_catesbeiana,NA,NA,23:13:00,2022-07-11,25.1,wet ground,25.3,111.8,177.3,adult,female,NA,NA,NA,NA
rana_catesbeiana,NA,NA,23:30:00,2022-07-11,23.9,water,24.6,84.7,62.2,adult,female,NA,NA,NA,NA
pseudacris_crucifer,NA,NA,20:23:00,2017-03-25,11,NA,11,24.4,1.2,unknown,unknown,16.67,11.4,5.6,19.8
hyla_versicolor,NA,NA,21:54:00,2017-03-07,18,emergent vegetation 0.1-1 m,18,17.3,0.2,juvenile,unknown,NA,NA,NA,NA
hyla_versicolor,NA,NA,23:00:00,2017-03-07,17.3,on tree/log/bush above 1 m,17.4,46.6,7.3,adult,m,NA,NA,NA,NA
pseudacris_crucifer,NA,NA,20:03:00,2017-03-25,8.4,NA,9.2,21.5,0.7,unknown,unknown,16.67,11.4,5.6,19.8
pseudacris_crucifer,NA,NA,20:37:00,2017-03-25,9.7,NA,9.9,26.4,1.9,unknown,unknown,16.67,11.4,5.6,19.8
pseudacris_crucifer,NA,NA,20:45:00,2017-03-25,10.8,NA,9.9,21.6,1.1,unknown,unknown,16.67,11.4,5.6,19.8
rana_clamitans,NA,NA,21:57:00,2017-03-31,7.9,water,8.5,73.8,39.5,adult,f,3.5,8.4,6.55,205
pseudacris_crucifer,NA,NA,22:00:00,2017-03-31,7.9,grass,7.2,25.7,1.6,adult,m,3.5,8.4,6.55,205
rana_pipiens,NA,NA,22:05:00,2017-03-31,6.5,water,6.5,61.4,17,adult,m,2.4,7,4.82,88.7
rana_clamitans,NA,NA,22:28:00,2017-03-31,5.6,emergent vegetation 0.1-1 m,5.3,40.6,46.1,unknown,unknown,3.5,8.4,6.55,205
plethodon_cinereus,NA,NA,10:21:00,2017-06-01,13.7,under log,13.6,34.3,1,unknown,unknown,18.3,18.8,6.3,110
plethodon_cinereus,NA,NA,10:31:00,2017-06-01,12.5,under log,12.6,31.5,0.5,unknown,unknown,18.3,18.8,6.3,110
rana_clamitans,NA,NA,10:43:00,2017-06-01,13.4,mud,13.5,56.8,17.2,juvenile,unknown,18.3,18.8,6.3,110
rana_clamitans,NA,NA,10:46:00,2017-06-01,12.8,mud,13,42.8,6.4,juvenile,unknown,18.3,18.8,6.3,110
rana_clamitans,NA,NA,16:36:00,2017-06-01,15.3,grass,15.9,62.9,20.9,juvenile,unknown,18.2,17.7,5.87,40.7
rana_clamitans,NA,NA,12:21:00,2017-06-13,25.3,water,23.6,NA,NA,unknown,unknown,33,27.4,7.62,84.5
rana_clamitans,NA,NA,16:45:00,2017-06-13,26.1,water,26.2,75.1,31.1,adult,f,33,27.4,7.62,84.5
anaxyrus_americanus,NA,NA,21:47:00,2017-06-15,22.9,road/sidewalk,22.9,60.3,23.9,juvenile,unknown,24.6,NA,NA,NA
anaxyrus_americanus,NA,NA,21:51:00,2017-06-15,24.3,road/sidewalk,26.4,48.3,9.9,juvenile,unknown,24.6,NA,NA,NA
anaxyrus_americanus,NA,NA,21:54:00,2017-06-15,22.7,road/sidewalk,22.6,43.3,9.8,juvenile,unknown,24.6,NA,NA,NA
rana_clamitans,NA,NA,21:56:00,2017-06-15,21.8,soil,23,59.1,16.7,juvenile,unknown,24.6,NA,NA,NA
anaxyrus_americanus,NA,NA,22:22:00,2017-06-15,22,road/sidewalk,22,48.1,12.2,juvenile,unknown,24.6,NA,NA,NA
anaxyrus_americanus,NA,NA,22:25:00,2017-06-15,21.5,road/sidewalk,21.6,43.5,8.4,juvenile,unknown,24.6,NA,NA,NA
rana_clamitans,NA,NA,11:06:00,2017-06-18,21.9,water,20.6,NA,NA,unknown,unknown,26.8,23.3,6.3,64.1
pseudacris_crucifer,NA,NA,13:08:00,2017-06-22,20.2,leaf litter,NA,NA,NA,metamorph,unknown,20.2,16.4,6.3,39.2
rana_clamitans,NA,NA,14:34:00,2017-06-22,18.1,water,17.8,74.5,36,adult,f,20.2,16.4,6.3,39.2
unknown_species,NA,NA,11:25:00,2017-07-07,NA,water,NA,NA,NA,larvae,unknown,NA,NA,NA,NA
rana_pipiens,NA,NA,20:11:00,2017-07-11,21.6,grass,21.5,72.4,30.4,adult,unknown,NA,NA,NA,NA
anaxyrus_americanus,NA,NA,22:00:00,2017-07-11,23.6,soil,23,22.8,1.1,juvenile,unknown,NA,NA,NA,NA
rana_catesbeiana,NA,NA,21:16:00,2017-08-10,15.4,water,15.4,56.3,48.5,adult,f,NA,NA,NA,NA
hyla_versicolor,NA,NA,23:28:00,2017-08-10,14.8,water,14.8,60.9,22.3,adult,f,NA,NA,NA,NA
pseudacris_crucifer,NA,NA,22:08:00,2018-03-30,4.4,other,4.4,29.5,1.9,adult,f,0.4,0.6,8.56,252
lithobates_sylvaticus,NA,NA,21:32:00,2018-05-21,16.8,soil,16.5,40.88,9.7,adult,f,16.4,17.2,5.7,17.3
rana_clamitans,NA,NA,21:37:00,2018-05-21,17.6,water,17.6,50.4,15.4,adult,f,16.4,17.2,5.7,17.3
anaxyrus_americanus,NA,NA,21:50:00,2018-05-21,16.6,water,16.7,60.69,23,adult,m,16.4,17.2,5.7,17.3
rana_clamitans,NA,NA,21:50:00,2018-05-21,17.3,water,17.2,70.36,36.1,adult,f,16.4,17.2,5.7,17.3
lithobates_sylvaticus,NA,NA,21:53:00,2018-05-21,NA,water,NA,NA,NA,larva,unknown,16.4,17.2,5.7,17.3
lithobates_sylvaticus,NA,NA,21:55:00,2018-05-21,NA,water,NA,NA,NA,larva,unknown,16.4,17.2,5.7,17.3
lithobates_sylvaticus,NA,NA,21:58:00,2018-05-21,NA,water,NA,NA,NA,larva,unknown,16.4,17.2,5.7,17.3
lithobates_sylvaticus,NA,NA,22:01:00,2018-05-21,NA,water,NA,NA,NA,larva,unknown,16.4,17.2,5.7,17.3
lithobates_sylvaticus,NA,NA,22:02:00,2018-05-21,NA,water,NA,NA,NA,larva,unknown,16.4,17.2,5.7,17.3
rana_clamitans,NA,NA,22:03:00,2018-05-21,15.4,soil,15.5,40.32,7.4,juvenile,unknown,16.4,17.2,5.7,17.3
